STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,EMSD,EMSN,EMXP,SNOW,TAVG,TMAX,TMIN
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1951-07,0,0,1.61,0,71.7,81.5,62
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1951-08,0,0,0.7,0,68.1,76.5,59.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1951-09,0,0,1.6,0,56.9,66.1,47.7
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1951-10,0,0.8,0.37,0.8,48.8,57.4,40.3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1951-11,4,4.2,1.04,10.9,25.5,33.6,17.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1951-12,11,6.4,0.34,16.6,16.3,23.3,9.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1952-01,13,4.6,0.33,10,12.4,21.7,3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1952-02,14,8.3,0.72,15,23.7,31.1,16.3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1952-03,16,13.7,1.4,25.5,26.1,33.2,18.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1952-04,0,0.6,0.28,0.6,50.1,60.5,39.7
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1952-05,0,0,0.77,0,58.6,68.4,48.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1952-06,0,0,1.17,0,69.5,79,60.1
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1952-07,0,0,1.03,0,73.2,83.7,62.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1952-08,0,0,1.03,0,69.1,78.9,59.2
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1952-09,0,0,0.14,0,63.1,74.2,52
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1952-10,0,0,0.01,0,44.3,55.3,33.3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1952-11,9,5.3,0.55,10.1,35.3,43.8,26.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1952-12,8,3.3,0.21,6,23.3,29.3,17.3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1953-01,7,3.2,0.32,6,16.7,24.2,9.2
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1953-02,13,4.3,0.41,13.4,17.9,26.9,8.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1953-03,11,2.9,0.47,6.7,31.2,39.4,22.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1953-04,0,0.5,0.44,0.7,40.9,48.8,33
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1953-05,0,0,0.49,0,58.6,69.2,48
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1953-06,0,0,2,0,70.9,81,60.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1953-07,0,0,1.7,0,72.5,82.2,62.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1953-08,0,0,0.53,0,73.3,83,63.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1953-09,0,0,0.24,0,62.1,73.7,50.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1953-10,0,0,0.07,0,57.4,69,45.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1953-11,1,1.5,0.73,1.9,39.2,48.3,30.2
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1953-12,3,1.6,1.05,5.9,21.9,31,12.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1954-01,2,1.2,0.09,3.6,10.3,19.7,0.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1954-02,1,0.4,0.26,1,31.7,39.9,23.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1954-03,7,6.4,0.66,10.7,27.9,35.9,19.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1954-04,0,0.2,1.53,0.2,46.5,57.1,35.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1954-05,2,2.2,0.7,2.4,53.1,62.3,43.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1954-06,0,0,2.44,0,71.2,81,61.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1954-07,0,0,0.34,0,74.4,84.4,64.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1954-08,0,0,1.26,0,70.3,80.5,60.2
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1954-09,0,0,0.88,0,60.5,68.8,52.1
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1954-10,0,0.4,0.36,0.4,47.7,55.4,40
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1954-11,1,2.9,0.23,6.5,38.2,45.5,31
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1954-12,6,1,0.08,4,23.4,29.3,17.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1955-01,7,2.1,0.12,7.9,14,21.1,6.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1955-02,10,4,0.51,11.1,14.4,23.9,4.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1955-03,6,1.6,0.16,4.3,25.6,35.6,15.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1955-04,0,0,0.38,0,53.9,65,42.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1955-05,0,0,0.29,0,63.3,75,51.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1955-06,0,0,0.52,0,68.1,77.9,58.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1955-07,0,0,3,0,78,88.4,67.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1955-08,0,0,0.69,0,76.1,86.1,66
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1955-09,0,0,0.3,0,63,73.9,52
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1955-10,1,2.2,1.47,2.5,51.4,61.3,41.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1955-11,5,2.4,0.38,6.1,25.6,32.7,18.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1955-12,11,3.7,0.37,14.6,12.1,20.8,3.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1956-01,11,2,0.2,4.6,12.7,21.2,4.2
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1956-02,12,0.9,0.09,2.4,15,24.5,5.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1956-03,9,4.2,0.45,14.1,25.9,33.6,18.1
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1956-04,1,0.9,0.24,1.1,41.8,51.9,31.7
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1956-05,0,0,0.48,0,58.1,68.3,47.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1956-06,0,0,1.14,0,73.3,84.3,62.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1956-07,0,0,1.37,0,70.1,79.1,61
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1956-08,0,0,2.39,0,71.1,81.3,61
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1956-09,0,0,0.24,0,58.7,70.1,47.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1956-10,0,0,1.12,0,56.5,67.7,45.3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1956-11,5,5.1,0.55,6.8,34.1,41.3,26.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1956-12,1,0.7,0.07,2.1,23.8,32.3,15.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1957-01,2,2.1,0.11,4.9,10,19.8,0.3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1957-02,5,4.8,0.44,8.8,20.5,29.4,11.7
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1957-03,4,3.9,0.67,7,30.4,38.6,22.2
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1957-04,5,7.2,0.7,9.6,46.9,57.1,36.7
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1957-05,0,0,0.62,0,57,67,47
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1957-06,0,0,1.63,0,67.3,77.1,57.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1957-07,0,0,1.75,0,76.5,86.3,66.7
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1957-08,0,0,2.03,0,70.9,80,61.7
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1957-09,0,0,0.47,0,59.4,69.2,49.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1957-10,0,0,0.69,0,48.6,57.3,40
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1957-11,10,7.6,0.76,10.3,32.7,38.3,27.1
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1957-12,1,1,0.1,2.2,25.2,32.3,18.2
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1958-01,2,1.3,0.1,2.4,22.4,29,15.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1958-02,2,0.4,0.09,1.2,15.5,24.1,6.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1958-03,2,1.4,0.13,3.6,33.1,40.8,25.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1958-04,0,1.6,0.64,1.6,47.8,58.6,37.1
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1958-05,0,0,0.81,0,60.8,72.6,49
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1958-06,0,0,0.92,0,63.3,73.4,53.1
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1958-07,0,0,0.91,0,70.3,80,60.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1958-08,0,0,2.1,0,71.3,81.3,61.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1958-09,0,0,0.58,0,62.7,72.8,52.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1958-10,0,0,0.45,0,53.1,63.4,42.7
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1958-11,2,2.6,0.26,3.3,35.7,44.7,26.7
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1958-12,2,0.7,0.07,2.5,15.9,24.2,7.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1959-01,1,0.6,0.05,1.4,10.5,19.4,1.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1959-02,4,3,0.3,6.3,17.1,26.5,7.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1959-03,1,1.7,0.2,5.7,33.9,43.1,24.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1959-04,0,0,0.39,0,47.1,57.4,36.7
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1959-05,0,0,1.01,0,60.6,70.7,50.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1959-06,0,0,2.05,0,70.8,80.3,61.2
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1959-07,0,0,2.4,0,74.4,85.4,63.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1959-08,0,0,0.71,0,75.2,84.6,65.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1959-09,0,0,0.67,0,63.1,72.8,53.3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1959-10,1,2,0.62,3.7,44.4,51.8,36.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1959-11,4,4.2,0.38,6.9,25.3,32.8,17.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1959-12,1,1.1,0.7,3.5,30.1,36.8,23.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1960-01,7,3.7,0.31,9.6,17.5,25,9.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1960-02,3,1,0.08,2.7,17.8,25.9,9.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1960-03,4,1.4,0.41,5.5,19.8,29.7,9.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1960-04,0,0,0.6,0,45.9,56.7,35.1
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1960-05,0,0,0.87,0,56.9,67.5,46.3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1960-06,0,0,1.18,0,63.8,74.9,52.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1960-07,0,0,0.72,0,71.7,83.2,60.2
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1960-08,0,0,1.51,0,72,82.5,61.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1960-09,0,0,1,0,61.7,71.1,52.3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1960-10,0,0,0.22,0,48.7,60.7,36.7
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1960-11,0,1.6,0.61,2.4,33.3,42.6,24
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1960-12,1,1,0.5,1.7,16.8,26,7.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1961-01,2,2,0.14,4.6,12,22.5,1.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1961-02,7,7,0.7,8.7,22.5,32.6,12.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1961-03,10,6,1.24,15.1,32,40.5,23.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1961-04,5,5,0.7,7.7,38.5,48.1,28.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1961-05,0,0,0.95,0,54.6,66.8,42.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1961-06,0,0,0.64,0,68.1,80.1,56
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1961-07,0,0,1.05,0,70.8,81.1,60.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1961-08,0,0,1.7,0,71.2,82.1,60.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1961-09,0,0.1,0.99,0.1,59,68.7,49.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1961-10,0,0,1.33,0,52.2,63.1,41.3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1961-11,1,1.5,0.45,2.5,33.4,42,24.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1961-12,11,7.4,0.54,18.1,15.3,24.8,5.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1962-01,7,1.6,0.17,5.9,7.1,16.3,-2.1
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1962-02,26,5.5,0.47,26.6,11.6,19.6,3.7
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1962-03,27,8.2,0.75,21.8,24.5,32.1,16.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1962-04,5,6,0.49,6.4,42.1,53.9,30.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1962-05,0,0,1.42,0,60.5,69.4,51.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1962-06,0,0,0.48,0,66.1,76.7,55.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1962-07,0,0,1.47,0,67.5,76.8,58.1
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1962-08,0,0,0.73,0,68.3,80,56.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1962-09,0,0,0.49,0,56.4,67.7,45.1
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1962-10,0,0,0.76,0,50.2,61,39.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1962-11,4,5.6,0.39,5.6,35,43.2,26.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1962-12,3,1,0.1,3.2,18.9,27.6,10.3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1963-01,4,1.7,0.15,5.1,2.8,12.1,-6.4
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1963-02,4,1.7,0.09,5.4,12,22.5,1.6
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1963-03,7,5.3,0.52,9.8,34.2,44.1,24.2
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1963-04,2,5.4,0.77,5.5,47.3,59.4,35.1
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1963-05,0,0,1.62,0,55.4,66.1,44.7
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1963-06,0,0,0.42,0,69.8,81,58.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1963-07,0,0,0.74,0,73.5,84.7,62.3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1963-08,0,0,0.45,0,68.9,80.4,57.3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1963-09,0,0,1.24,0,62.1,73,51.3
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1963-10,0,0,0.41,0,58.1,70.3,45.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1963-11,0,0,0.25,0,38.3,48.4,28.2
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1963-12,5,4,0.44,7.7,9.9,17.8,2.1
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1964-01,3,2.4,0.26,5,20,29.1,10.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1964-02,0,0.4,0.02,1,23.9,33.9,13.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1964-03,4,2.4,0.57,9.7,25.8,34.8,16.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1964-04,1,3,0.86,5.6,46.7,57.6,35.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1964-05,0,0,1.03,0,61.4,73,49.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1964-06,0,0,0.54,0,68.7,80.3,57
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1964-07,0,0,0.78,0,76,87.5,64.5
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1964-08,0,0,2.05,0,68.5,79.1,57.9
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1964-09,0,0,2.16,0,58.9,69,48.8
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",44.8831,-93.2289,265.8,1964-10,0,0,0.21,0,48.1,59.1,37.2
