STATION,NAME,DATE,SNWD,TAVG,TMAX,TMIN
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-04,0,,88,51
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-05,0,,76,64
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-06,0,,76,48
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-07,0,,85,54
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-08,0,,81,69
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-09,0,,72,48
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-10,0,,70,39
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-11,0,,79,59
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-12,0,,79,62
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-13,0,,67,40
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-14,0,,47,31
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-15,0,,62,34
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-16,0,,62,38
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-17,0,,63,43
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-18,0,,67,46
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-19,0,,66,45
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-20,0,,50,32
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-21,0,,49,32
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-22,0,,44,25
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-23,0,,46,37
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-24,0,,43,38
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-25,0,,41,29
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-26,0,,37,25
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-27,0,,42,17
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-28,0,,51,30
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-29,0,,53,35
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-30,0,,51,40
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-10-31,0,,59,39
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-01,0,,55,37
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-02,0,,37,30
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-03,0,,33,28
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-04,0,,33,30
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-05,0,,37,32
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-06,0,,44,34
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-07,0,,43,38
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-08,0,,42,33
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-09,0,,38,34
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-10,0,,35,26
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-11,0,,28,21
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-12,0,,27,13
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-13,,,31,23
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-14,,,34,27
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-15,,,32,18
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-16,,,24,9
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-17,,,34,9
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-18,,,30,13
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-19,,,26,17
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-20,,,28,21
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-21,,,31,15
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-22,,,33,22
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-23,,,23,18
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-24,,,30,8
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-25,,,46,28
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-26,,,41,31
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-27,,,45,32
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-28,,,46,26
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-29,,,37,25
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-11-30,,,33,25
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-01,0,,33,32
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-02,0,,34,32
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-03,0,,34,28
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-04,0,,30,21
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-05,0,,27,15
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-06,0,,32,25
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-07,0,,31,22
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-08,0,,27,23
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-09,0,,28,25
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-10,0,,34,25
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-11,0,,32,23
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-12,0,,33,19
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-13,0,,37,23
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-14,0,,45,24
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-15,0,,46,32
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-16,0,,45,32
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-17,0,,45,26
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-18,0,,46,32
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-19,0,,41,31
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-20,0,,33,19
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-21,0,,32,18
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-22,0,,31,23
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-23,0,,32,26
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-24,0,,28,22
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-25,0,,27,23
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-26,0,,33,22
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-27,0,,30,8
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-28,0,,30,27
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-29,0,,27,19
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-30,0,,27,21
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1997-12-31,0,,21,-2
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-01,0,,43,12
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-02,0,,45,29
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-03,0,,43,14
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-04,0,,27,9
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-05,,,31,23
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-06,,,31,28
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-07,,,30,24
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-08,,,34,23
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-09,,,30,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-10,,,1,-7
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-11,,,6,-5
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-12,,,7,-5
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-13,,,6,-15
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-14,,,14,-1
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-15,,,17,-4
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-16,,,23,16
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-17,,,22,9
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-18,,,22,13
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-19,,,25,15
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-20,,,21,6
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-21,,,27,18
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-22,,,29,22
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-23,,,28,23
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-24,,,33,18
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-25,,,26,20
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-26,,,25,23
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-27,,,32,23
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-28,,,33,26
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-29,,,32,18
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-30,,,27,20
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-01-31,,,44,24
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-01,,,38,24
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-02,,,29,22
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-03,,,32,17
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-04,,,25,11
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-05,,,28,5
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-06,,,31,8
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-07,,,39,12
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-08,,,38,16
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-09,,,36,25
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-10,,,35,30
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-11,,,34,29
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-12,,,32,17
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-13,,,32,23
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-14,,,31,26
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-15,,,43,29
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-16,,,45,36
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-17,0,,43,35
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-18,0,,41,34
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-19,0,,40,33
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-20,0,,45,33
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-21,0,,41,32
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-22,0,,45,34
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-23,0,,47,40
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-24,0,,53,33
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-25,0,,51,41
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-26,0,,50,43
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-27,0,,46,33
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-02-28,0,,34,29
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-01,,,33,26
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-02,,,39,32
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-03,,,35,26
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-04,,,32,18
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-05,,,32,26
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-06,,,29,22
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-07,,,37,19
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-08,,,36,29
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-09,,,32,10
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-10,,,17,4
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-11,,,20,1
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-12,,,24,4
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-13,,,35,15
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-14,,,30,8
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-15,,,29,20
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-16,,,34,16
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-17,,,39,24
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-18,,,38,28
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-19,,,41,28
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-20,,,45,20
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-21,,,46,27
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-22,,,44,29
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-23,,,41,30
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-24,,,42,24
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-25,,,58,33
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-26,,,69,50
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-27,,,63,50
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-28,,,62,41
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-29,,,61,47
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-30,,,53,38
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-03-31,,,44,35
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-01,0,,46,32
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-02,0,,44,36
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-03,0,,54,37
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-04,0,,57,32
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-05,0,,59,37
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-06,0,,63,46
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-07,0,,65,45
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-08,0,,52,38
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-09,0,,56,37
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-10,0,,61,30
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-11,0,,70,45
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-12,0,,72,57
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-13,0,,65,54
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-14,0,,60,42
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-15,0,,59,36
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-16,0,,52,33
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-17,0,,61,33
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-18,0,,60,47
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-19,0,,57,43
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-20,0,,62,44
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-21,0,,65,43
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-22,0,,69,41
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-23,0,,75,43
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-24,0,,77,49
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-25,0,,77,52
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-26,0,,68,48
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-27,0,,66,39
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-28,0,,68,40
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-29,0,,70,40
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1998-04-30,0,,75,43
