STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/15/1923,0,0,0,44,29
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/16/1923,0,0,0,46,34
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/17/1923,0,0,0,57,32
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/18/1923,0,0,0,73,40
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/19/1923,0,0,0,83,57
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/20/1923,0.16,0,0,74,54
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/21/1923,0.02,0,0,66,44
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/22/1923,0,0,0,49,41
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/23/1923,0,0,0,62,40
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/24/1923,0.08,0,0,51,40
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/25/1923,0,0,0,63,40
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/26/1923,0.04,0,0,59,43
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/27/1923,0,0,0,60,39
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/28/1923,0,0,0,63,42
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/29/1923,0,0,0,69,42
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",4/30/1923,0,0,0,77,50
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/1/1923,0.63,0,0,81,57
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/2/1923,0.29,0,0,63,57
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/3/1923,0.71,0,0,62,49
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/4/1923,0,0,0,66,44
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/5/1923,0,0,0,70,47
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/6/1923,0.09,0,0,75,53
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/7/1923,0.25,0,0,58,33
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/8/1923,0.02,0.5,0,47,30
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/9/1923,0,0,0,57,32
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/10/1923,0,0,0,64,46
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/11/1923,0,0,0,59,46
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/12/1923,0,0,0,54,34
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/13/1923,0.11,0,0,62,38
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/14/1923,0,0,0,72,50
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/15/1923,0.11,0,0,59,44
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/16/1923,0,0,0,54,38
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/17/1923,0,0,0,70,42
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/18/1923,0,0,0,66,51
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/19/1923,0.74,0,0,68,52
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/20/1923,0,0,0,70,50
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/21/1923,0,0,0,73,56
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/22/1923,0,0,0,74,55
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/23/1923,0,0,0,76,56
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/24/1923,0,0,0,78,57
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/25/1923,0,0,0,80,55
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/26/1923,0,0,0,82,56
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/27/1923,0,0,0,81,61
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/28/1923,0,0,0,85,65
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/29/1923,0.02,0,0,84,63
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/30/1923,0,0,0,81,64
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",5/31/1923,0,0,0,86,61
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/1/1923,0,0,0,90,65
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/2/1923,0,0,0,90,70
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/3/1923,0,0,0,92,68
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/4/1923,0.51,0,0,78,65
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/5/1923,0,0,0,84,63
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/6/1923,0.32,0,0,69,49
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/7/1923,0.01,0,0,69,47
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/8/1923,0,0,0,74,54
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/9/1923,0.01,0,0,70,56
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/10/1923,0,0,0,68,57
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/11/1923,0,0,0,81,54
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/12/1923,0.23,0,0,77,60
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/13/1923,0,0,0,83,60
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/14/1923,0,0,0,85,63
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/15/1923,0,0,0,84,60
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/16/1923,0,0,0,89,68
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/17/1923,0.27,0,0,88,64
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/18/1923,0.32,0,0,84,63
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/19/1923,0.75,0,0,88,68
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/20/1923,0,0,0,92,71
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/21/1923,0.13,0,0,90,74
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/22/1923,0,0,0,92,75
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/23/1923,0.42,0,0,88,68
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/24/1923,0.12,0,0,90,64
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/25/1923,1.88,0,0,85,61
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/26/1923,0,0,0,78,56
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/27/1923,0.07,0,0,68,57
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/28/1923,0,0,0,64,49
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/29/1923,0,0,0,72,51
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",6/30/1923,0,0,0,74,55
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/1/1923,0,0,0,77,61
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/2/1923,0,0,0,78,61
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/3/1923,0,0,0,80,63
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/4/1923,0.08,0,0,85,66
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/5/1923,0,0,0,90,67
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/6/1923,0,0,0,90,67
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/7/1923,0,0,0,90,62
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/8/1923,0,0,0,94,71
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/9/1923,0,0,0,97,75
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/10/1923,0.71,0,0,80,68
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/11/1923,0,0,0,84,62
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/12/1923,0,0,0,83,61
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/13/1923,0,0,0,86,62
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/14/1923,0,0,0,84,70
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/15/1923,0,0,0,86,68
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/16/1923,0,0,0,87,63
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/17/1923,0,0,0,90,66
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/18/1923,0,0,0,90,65
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/19/1923,0,0,0,93,70
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/20/1923,0,0,0,90,72
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/21/1923,0,0,0,94,68
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/22/1923,0,0,0,97,75
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/23/1923,0,0,0,89,72
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/24/1923,0,0,0,83,66
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/25/1923,0,0,0,85,62
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/26/1923,1.04,0,0,81,64
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/27/1923,0,0,0,71,60
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/28/1923,0.87,0,0,83,56
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/29/1923,0.33,0,0,85,63
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/30/1923,0,0,0,84,64
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",7/31/1923,0.09,0,0,87,67
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/1/1923,0.01,0,0,72,60
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/2/1923,0,0,0,72,53
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/3/1923,0.02,0,0,85,61
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/4/1923,0,0,0,73,56
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/5/1923,0,0,0,82,56
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/6/1923,0,0,0,87,62
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/7/1923,0.22,0,0,71,56
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/8/1923,0,0,0,77,54
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/9/1923,0.01,0,0,82,62
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/10/1923,0.15,0,0,84,68
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/11/1923,0,0,0,88,66
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/12/1923,0,0,0,79,63
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/13/1923,0.05,0,0,88,58
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/14/1923,0,0,0,84,65
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/15/1923,0,0,0,70,55
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/16/1923,0,0,0,78,54
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/17/1923,0,0,0,83,64
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/18/1923,0,0,0,87,66
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/19/1923,0.02,0,0,81,57
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/20/1923,0.49,0,0,71,56
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/21/1923,0.83,0,0,62,52
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/22/1923,0,0,0,67,46
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/23/1923,0,0,0,74,52
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/24/1923,0,0,0,67,47
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/25/1923,0.05,0,0,76,53
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/26/1923,0,0,0,69,58
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/27/1923,0.04,0,0,63,56
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/28/1923,0.06,0,0,76,54
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/29/1923,0,0,0,79,52
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/30/1923,0,0,0,84,61
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",8/31/1923,0.03,0,0,71,65
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/1/1923,0.08,0,0,66,63
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/2/1923,0,0,0,80,63
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/3/1923,0,0,0,82,61
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/4/1923,0,0,0,88,66
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/5/1923,0,0,0,87,62
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/6/1923,0.01,0,0,84,62
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/7/1923,0,0,0,67,53
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/8/1923,0,0,0,69,52
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/9/1923,0,0,0,70,43
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/10/1923,0.01,0,0,70,54
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/11/1923,0.04,0,0,66,48
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/12/1923,0.01,0,0,55,40
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/13/1923,0,0,0,55,34
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/14/1923,0,0,0,61,38
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/15/1923,0.07,0,0,72,48
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/16/1923,0.33,0,0,72,51
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/17/1923,0.59,0,0,67,51
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/18/1923,0,0,0,64,51
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/19/1923,0.09,0,0,69,47
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/20/1923,0.26,0,0,71,52
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/21/1923,0,0,0,75,50
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/22/1923,0,0,0,77,52
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/23/1923,0,0,0,82,56
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/24/1923,0,0,0,75,56
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/25/1923,0.03,0,0,80,62
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/26/1923,0,0,0,87,59
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/27/1923,0,0,0,84,61
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/28/1923,0,0,0,79,58
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/29/1923,0.09,0,0,64,60
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",9/30/1923,0,0,0,62,52
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/1/1923,0,0,0,65,45
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/2/1923,0,0,0,70,41
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/3/1923,0,0,0,72,48
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/4/1923,0,0,0,58,42
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/5/1923,0,0,0,59,37
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/6/1923,0,0,0,63,41
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/7/1923,0,0,0,64,45
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/8/1923,0,0,0,61,44
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/9/1923,0,0,0,77,50
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/10/1923,0,0,0,77,54
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/11/1923,0.32,0,0,71,57
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/12/1923,0.02,0,0,59,42
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/13/1923,0,0,0,55,39
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/14/1923,0,0,0,53,32
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/15/1923,0.15,0,0,66,38
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/16/1923,0.39,0,0,67,54
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/17/1923,0,0,0,70,53
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/18/1923,0,0,0,53,38
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/19/1923,0,0,0,45,32
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/20/1923,0,0,0,47,31
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/21/1923,0,0,0,53,32
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/22/1923,0,0,0,60,35
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/23/1923,0,0,0,62,35
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/24/1923,0,0,0,53,40
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/25/1923,0,0,0,42,37
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/26/1923,0.11,0,0,42,39
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/27/1923,0.2,0,0,43,34
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/28/1923,0,0,0,44,33
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/29/1923,0,0,0,34,22
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/30/1923,0,0,0,34,19
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",10/31/1923,0,0,0,44,24
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/1/1923,0,0,0,54,27
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/2/1923,0,0,0,47,40
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/3/1923,0,0,0,52,35
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/4/1923,0,0,0,47,27
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/5/1923,0,0,0,52,31
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/6/1923,0,0,0,56,35
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/7/1923,0,0,0,41,26
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/8/1923,0,0,0,43,22
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/9/1923,0,0,0,60,33
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/10/1923,0,0,0,59,38
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/11/1923,0,0,0,61,34
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/12/1923,0.23,0,0,49,42
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/13/1923,0.03,0,0,54,47
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/14/1923,0.01,0,0,48,44
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/15/1923,0,0,0,45,38
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/16/1923,0,0,0,39,33
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/17/1923,0,0,0,56,30
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/18/1923,0,0,0,47,34
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/19/1923,0,0,0,52,30
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/20/1923,0,0,0,52,38
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/21/1923,0,0,0,40,22
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/22/1923,0.14,1,1,39,20
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/23/1923,0,0.4,1,36,30
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/24/1923,0,0,0,42,29
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/25/1923,0.04,0,0,51,34
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/26/1923,0,0,0,34,27
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/27/1923,0,0,0,32,22
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/28/1923,0,0,0,44,21
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/29/1923,0,0,0,46,29
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",11/30/1923,0,0,0,45,28
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",12/1/1923,0,0,0,44,20
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",12/2/1923,0,0,0,36,13
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",12/3/1923,0,0,0,41,24
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",12/4/1923,0,0,0,41,25
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",12/5/1923,0,0,0,44,25
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",12/6/1923,0,0,0,40,27
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",12/7/1923,0,0,0,45,30
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",12/8/1923,0,0,0,45,31
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",12/9/1923,0,0,0,32,22
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",12/10/1923,0,0,0,35,22
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",12/11/1923,0,0,0,49,24
USC00215433,"MINNEAPOLIS WEATHER BUREAU DOWNTOWN, MN US",12/12/1923,0,0,0,43,18
