Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
5/31/1940,85,56,0,0,0
6/1/1940,89,61,0,0,0
6/2/1940,93,67,0.18,0,0
6/3/1940,85,66,1.46,0,0
6/4/1940,74,63,0.32,0,0
6/5/1940,72,53,0.58,0,0
6/6/1940,81,62,0.38,0,0
6/7/1940,74,59,1.4,0,0
6/8/1940,74,57,0.02,0,0
6/9/1940,76,59,0.09,0,0
6/10/1940,65,55,0,0,0
6/11/1940,75,50,0,0,0
6/12/1940,79,57,0,0,0
6/13/1940,84,61,0,0,0
6/14/1940,89,65,0,0,0
6/15/1940,79,58,0,0,0
6/16/1940,88,57,0,0,0
6/17/1940,91,71,0,0,0
6/18/1940,82,66,0.01,0,0
6/19/1940,70,53,0,0,0
6/20/1940,73,49,0,0,0
6/21/1940,73,54,0.32,0,0
6/22/1940,81,63,1.01,0,0
6/23/1940,70,57,0.53,0,0
6/24/1940,75,55,0.38,0,0
6/25/1940,72,56,0,0,0
6/26/1940,74,59,T,0,0
6/27/1940,76,51,0.42,0,0
6/28/1940,66,54,T,0,0
6/29/1940,76,50,0,0,0
6/30/1940,78,60,T,0,0
7/1/1940,73,57,0,0,0
7/2/1940,75,53,0,0,0
7/3/1940,82,52,0,0,0
7/4/1940,85,59,0,0,0
7/5/1940,85,64,0,0,0
7/6/1940,87,63,0,0,0
7/7/1940,85,63,0.07,0,0
7/8/1940,91,61,0.1,0,0
7/9/1940,92,66,0,0,0
7/10/1940,92,63,0.99,0,0
7/11/1940,70,58,0.07,0,0
7/12/1940,76,54,0,0,0
7/13/1940,76,53,0,0,0
7/14/1940,87,62,0.11,0,0
7/15/1940,77,59,0,0,0
7/16/1940,84,59,0,0,0
7/17/1940,80,65,T,0,0
7/18/1940,101,68,T,0,0
7/19/1940,100,76,0.02,0,0
7/20/1940,96,76,0.02,0,0
7/21/1940,99,75,0,0,0
7/22/1940,103,74,T,0,0
7/23/1940,103,75,0,0,0
7/24/1940,95,76,T,0,0
7/25/1940,85,66,0.19,0,0
7/26/1940,79,66,T,0,0
7/27/1940,88,62,0,0,0
7/28/1940,86,74,0.16,0,0
7/29/1940,87,69,0.67,0,0
7/30/1940,90,66,0,0,0
7/31/1940,88,69,0.06,0,0
8/1/1940,80,71,0.58,0,0
8/2/1940,85,68,T,0,0
8/3/1940,83,68,0.02,0,0
8/4/1940,90,65,0.38,0,0
8/5/1940,77,62,0.02,0,0
8/6/1940,81,55,0,0,0
8/7/1940,82,58,0,0,0
8/8/1940,90,64,0,0,0
8/9/1940,81,64,0.22,0,0
8/10/1940,80,65,0.6,0,0
8/11/1940,88,68,0.14,0,0
8/12/1940,91,71,T,0,0
8/13/1940,90,69,T,0,0
8/14/1940,89,70,0.16,0,0
8/15/1940,90,67,0.06,0,0
8/16/1940,88,67,0,0,0
8/17/1940,84,59,0.49,0,0
8/18/1940,70,57,0.07,0,0
8/19/1940,67,51,0,0,0
8/20/1940,75,50,0,0,0
8/21/1940,79,58,0,0,0
8/22/1940,65,52,0,0,0
8/23/1940,60,49,T,0,0
8/24/1940,58,55,0.01,0,0
8/25/1940,63,54,0.5,0,0
8/26/1940,61,58,0.1,0,0
8/27/1940,64,59,0.25,0,0
8/28/1940,66,58,0.53,0,0
8/29/1940,71,55,T,0,0
8/30/1940,65,54,0.41,0,0
8/31/1940,70,58,0,0,0
9/1/1940,77,51,0,0,0
9/2/1940,82,55,0,0,0
9/3/1940,87,63,0,0,0
9/4/1940,87,65,0,0,0
9/5/1940,89,65,0,0,0
9/6/1940,85,67,0,0,0
9/7/1940,87,67,0,0,0
9/8/1940,76,59,0.15,0,0
9/9/1940,65,48,0.01,0,0
9/10/1940,59,42,0,0,0
9/11/1940,63,42,0,0,0
9/12/1940,72,36,0,0,0
9/13/1940,70,52,0,0,0
9/14/1940,74,47,0,0,0
9/15/1940,75,46,0,0,0
9/16/1940,77,57,0.22,0,0
9/17/1940,85,60,0,0,0
9/18/1940,85,67,T,0,0
9/19/1940,91,72,0,0,0
9/20/1940,83,69,T,0,0
9/21/1940,82,61,0,0,0
9/22/1940,82,60,0,0,0
9/23/1940,72,61,0.02,0,0
9/24/1940,61,43,T,0,0
9/25/1940,59,37,0,0,0
9/26/1940,68,36,0,0,0
9/27/1940,71,48,0,0,0
9/28/1940,74,49,0.01,0,0
9/29/1940,77,52,0,0,0
9/30/1940,77,50,0,0,0
10/1/1940,76,48,0,0,0
10/2/1940,67,48,0,0,0
10/3/1940,77,53,0.03,0,0
10/4/1940,75,58,0.19,0,0
10/5/1940,74,55,T,0,0
10/6/1940,60,49,0.25,0,0
10/7/1940,61,39,0,0,0
10/8/1940,62,35,0,0,0
10/9/1940,71,39,0,0,0
10/10/1940,64,48,0.15,0,0
10/11/1940,76,41,0,0,0
10/12/1940,67,51,0,0,0
10/13/1940,65,44,0.04,0,0
10/14/1940,58,42,0.28,0,0
10/15/1940,54,33,0,0,0
10/16/1940,67,37,0,0,0
10/17/1940,56,42,0,0,0
10/18/1940,58,41,0,0,0
10/19/1940,57,42,T,0,0
10/20/1940,61,44,T,0,0
10/21/1940,66,42,0,0,0
10/22/1940,75,50,0,0,0
10/23/1940,64,36,T,0,0
10/24/1940,63,43,T,0,0
10/25/1940,63,42,0,0,0
10/26/1940,61,48,0,0,0
10/27/1940,70,44,0.02,0,0
10/28/1940,53,50,0.31,0,0
10/29/1940,55,42,0.21,0,0
10/30/1940,53,36,0,0,0
10/31/1940,52,42,0.09,0,0
11/1/1940,53,41,T,0,0
11/2/1940,51,38,0,0,0
11/3/1940,62,35,0,0,0
11/4/1940,59,41,0.01,0,0
11/5/1940,41,30,0.07,0,0
11/6/1940,39,25,0,0,0
11/7/1940,42,29,0,0,0
11/8/1940,43,29,T,0,0
11/9/1940,43,36,0.51,0,0
11/10/1940,40,35,0.1,0,0
11/11/1940,38,10,2.52,8.2,8
11/12/1940,11,6,0.8,8.5,15
11/13/1940,15,4,T,0.1,12
11/14/1940,12,1,0,0,9
11/15/1940,22,1,0,0,7
11/16/1940,40,17,0,0,5
11/17/1940,42,28,0,0,3
11/18/1940,45,27,0,0,3
11/19/1940,46,34,0.01,0,2
11/20/1940,36,30,0,0,1
11/21/1940,34,28,0.28,T,T
11/22/1940,33,27,0,T,T
11/23/1940,32,23,T,T,T
11/24/1940,31,20,0,0,T
11/25/1940,31,23,0,0,T
11/26/1940,33,20,0.39,3.3,4
11/27/1940,20,-1,T,0.3,4
11/28/1940,14,-4,0.33,4.1,7
11/29/1940,12,-6,0.02,0.5,8
11/30/1940,18,1,0.11,1.3,9
12/1/1940,15,0,0.03,T,9
12/2/1940,13,-13,0.02,0.7,9
12/3/1940,22,-19,0,0,9
12/4/1940,26,9,T,T,9
12/5/1940,21,-2,0,T,9
12/6/1940,41,21,0,0,8
12/7/1940,24,12,T,0,8
12/8/1940,33,24,T,T,7
12/9/1940,42,22,0,0,6
12/10/1940,25,19,T,T,5
12/11/1940,24,21,T,T,5
12/12/1940,25,-5,0.03,0.4,6
12/13/1940,1,-12,0,0,6
12/14/1940,16,-6,T,T,6
12/15/1940,23,16,0.3,2.5,8
12/16/1940,25,13,0.38,4.9,13
12/17/1940,18,-2,T,0,12
12/18/1940,33,10,0.02,0.2,12
12/19/1940,35,30,T,0,8
12/20/1940,33,19,0,0,7
12/21/1940,37,19,0,0,6
12/22/1940,38,17,0,0,5
12/23/1940,39,26,0,0,4
12/24/1940,44,33,0,0,3
12/25/1940,41,35,0,0,2
12/26/1940,35,27,0,0,2
12/27/1940,38,25,0,0,1
12/28/1940,34,30,0.19,0.9,2
12/29/1940,35,31,0.02,0.8,3
12/30/1940,34,31,T,T,2
12/31/1940,32,29,0.03,0.2,3
1/1/1941,35,30,0.44,0.1,2
1/2/1941,33,16,T,T,1
1/3/1941,17,-2,T,T,1
1/4/1941,2,-6,T,T,1
1/5/1941,11,-4,T,T,1
1/6/1941,19,7,0.04,0.3,1
1/7/1941,26,14,T,0.2,2
1/8/1941,31,5,T,T,2
1/9/1941,24,-6,0,0,2
1/10/1941,29,11,T,0,1
1/11/1941,39,11,T,T,1
1/12/1941,31,20,0,0,1
1/13/1941,31,22,0,0,1
1/14/1941,29,24,T,T,1
1/15/1941,28,22,0.04,0.2,1
1/16/1941,31,27,0.13,1,2
1/17/1941,29,0,0.03,0.6,3
1/18/1941,5,-8,0,0,3
1/19/1941,13,-4,T,T,3
1/20/1941,23,13,T,T,3
1/21/1941,26,20,0.03,0.6,4
1/22/1941,20,7,T,T,4
1/23/1941,19,5,0,0,4
1/24/1941,25,10,0.02,0.2,4
1/25/1941,24,10,T,T,4
1/26/1941,27,15,0.01,0.1,4
1/27/1941,23,2,T,T,4
1/28/1941,24,1,0,0,4
1/29/1941,34,4,0,0,4
1/30/1941,35,18,0,0,3
1/31/1941,41,10,0,0,2
2/1/1941,37,25,0,0,2
2/2/1941,25,15,T,T,1
2/3/1941,29,5,T,0,1
2/4/1941,29,25,T,T,1
2/5/1941,31,18,T,T,1
2/6/1941,25,11,T,T,1
2/7/1941,22,10,T,T,1
2/8/1941,23,8,0,0,1
2/9/1941,31,12,0,0,1
2/10/1941,33,14,0,0,1
2/11/1941,29,11,T,T,1
2/12/1941,41,28,0.23,0,1
2/13/1941,38,14,0.33,T,T
2/14/1941,25,6,T,T,T
2/15/1941,25,16,T,T,T
2/16/1941,34,15,0.16,3.1,3
2/17/1941,24,-13,0.03,0.5,4
2/18/1941,-7,-20,0,0,4
2/19/1941,0,-20,0,0,4
2/20/1941,6,-14,0,0,4
2/21/1941,10,-1,T,T,4
2/22/1941,18,-6,T,T,4
2/23/1941,34,0,0.01,0,4
2/24/1941,27,-2,0.08,1.1,5
2/25/1941,13,-6,0,0,5
2/26/1941,24,9,0.05,0.4,5
2/27/1941,22,-7,T,0.4,5
2/28/1941,28,-3,0,0,5
3/1/1941,36,18,0,0,4
3/2/1941,38,25,0.06,0,2
3/3/1941,25,13,0.08,1.3,3
3/4/1941,20,3,0,0,3
3/5/1941,30,1,0,0,3
3/6/1941,35,9,0,0,3
3/7/1941,35,10,0,0,3
3/8/1941,47,22,0,0,2
3/9/1941,41,32,0.05,0,1
3/10/1941,33,28,0.12,0.6,2
3/11/1941,35,28,0.1,1.8,3
3/12/1941,34,21,0,0.2,3
3/13/1941,38,15,0,0,2
3/14/1941,37,14,0.06,0,2
3/15/1941,36,30,0.12,2.4,4
3/16/1941,30,-4,0.03,0.4,4
3/17/1941,8,-8,0,0,4
3/18/1941,27,0,0,0,4
3/19/1941,38,18,0,0,3
3/20/1941,37,28,T,0,3
3/21/1941,38,31,0,0,2
3/22/1941,34,28,0.14,0.1,2
3/23/1941,34,30,T,T,1
3/24/1941,35,26,T,T,1
3/25/1941,36,24,T,T,1
3/26/1941,39,31,T,T,1
3/27/1941,40,32,0.01,T,T
3/28/1941,37,28,0,T,T
3/29/1941,50,25,0,0,T
3/30/1941,61,36,0,0,0
3/31/1941,51,33,0,0,0
4/1/1941,58,30,0,0,0
4/2/1941,58,34,0,0,0
4/3/1941,42,33,0.13,T,0
4/4/1941,44,36,0.16,T,0
4/5/1941,60,33,0,0,0
4/6/1941,49,37,T,0,0
4/7/1941,58,43,T,0,0
4/8/1941,66,43,0,0,0
4/9/1941,61,40,T,0,0
4/10/1941,68,43,0,0,0
4/11/1941,72,47,T,0,0
4/12/1941,79,60,0,0,0
4/13/1941,76,59,0.49,0,0
4/14/1941,74,48,T,0,0
4/15/1941,52,44,T,0,0
4/16/1941,60,46,T,0,0
4/17/1941,68,49,0.06,0,0
4/18/1941,62,47,0.04,0,0
4/19/1941,58,38,0.44,0,0
4/20/1941,53,33,0.13,T,0
4/21/1941,48,35,0.02,0,0
4/22/1941,57,37,0.08,0,0
4/23/1941,47,34,0,0,0
4/24/1941,59,31,0,0,0
4/25/1941,69,43,T,0,0
4/26/1941,74,48,0,0,0
4/27/1941,79,50,0,0,0
4/28/1941,78,52,0,0,0
4/29/1941,75,56,0,0,0
4/30/1941,80,58,0.32,0,0
5/1/1941,75,55,0,0,0
5/2/1941,81,59,T,0,0
5/3/1941,81,59,0,0,0
5/4/1941,83,61,0,0,0
5/5/1941,80,61,0.01,0,0
5/6/1941,75,54,T,0,0
5/7/1941,62,43,0.02,0,0
5/8/1941,49,41,0.01,0,0
5/9/1941,58,41,0,0,0
5/10/1941,65,40,0.01,0,0
5/11/1941,67,46,0,0,0
5/12/1941,73,42,0,0,0
5/13/1941,78,49,0,0,0
5/14/1941,79,64,0.1,0,0
5/15/1941,73,54,0.04,0,0
5/16/1941,60,47,0,0,0
5/17/1941,74,39,0,0,0
5/18/1941,83,54,0,0,0
5/19/1941,88,60,0.29,0,0
5/20/1941,69,56,0.14,0,0
5/21/1941,81,50,0,0,0
5/22/1941,69,53,T,0,0
5/23/1941,66,43,0,0,0
5/24/1941,72,42,0,0,0
5/25/1941,84,54,0,0,0
5/26/1941,89,68,0,0,0
5/27/1941,85,63,0.27,0,0
5/28/1941,87,58,1.13,0,0
5/29/1941,72,53,0.34,0,0
5/30/1941,66,57,0.48,0,0
5/31/1941,75,57,0.07,0,0
6/1/1941,76,57,0,0,0
6/2/1941,74,53,T,0,0
6/3/1941,75,60,0.01,0,0
6/4/1941,77,58,0,0,0
6/5/1941,85,58,0,0,0
6/6/1941,79,64,0.59,0,0
6/7/1941,66,47,0.01,0,0
6/8/1941,59,45,T,0,0
6/9/1941,59,49,0.15,0,0
6/10/1941,65,56,T,0,0
6/11/1941,61,53,0.83,0,0
6/12/1941,60,54,0.27,0,0
6/13/1941,61,54,0.07,0,0
6/14/1941,70,54,0.02,0,0
6/15/1941,76,54,0,0,0
6/16/1941,82,51,0,0,0
6/17/1941,85,56,0,0,0
6/18/1941,88,67,0,0,0
6/19/1941,88,70,0,0,0
6/20/1941,91,70,0,0,0
6/21/1941,81,67,0.31,0,0
6/22/1941,82,66,0,0,0
6/23/1941,85,62,0,0,0
6/24/1941,89,60,0,0,0
6/25/1941,91,69,0,0,0
6/26/1941,92,70,0.77,0,0
6/27/1941,86,69,0.13,0,0
6/28/1941,86,69,0,0,0
6/29/1941,86,69,0.13,0,0
6/30/1941,93,67,0,0,0
7/1/1941,75,59,0,0,0
7/2/1941,77,53,0,0,0
7/3/1941,78,62,0,0,0
7/4/1941,85,56,0,0,0
7/5/1941,76,63,0.49,0,0
7/6/1941,83,63,T,0,0
7/7/1941,78,63,0,0,0
7/8/1941,82,58,0,0,0
7/9/1941,91,67,0.07,0,0
7/10/1941,85,64,0.16,0,0
7/11/1941,66,53,T,0,0
7/12/1941,80,48,0,0,0
7/13/1941,84,59,0,0,0
7/14/1941,78,65,0.07,0,0
7/15/1941,77,61,0.37,0,0
7/16/1941,77,56,0,0,0
7/17/1941,85,60,0.69,0,0
7/18/1941,77,62,0,0,0
7/19/1941,81,52,0,0,0
7/20/1941,86,60,0,0,0
7/21/1941,91,68,0.02,0,0
7/22/1941,98,70,T,0,0
7/23/1941,100,74,0,0,0
7/24/1941,104,76,0,0,0
7/25/1941,99,77,0,0,0
7/26/1941,95,75,0,0,0
7/27/1941,94,72,T,0,0
7/28/1941,97,75,0.04,0,0
7/29/1941,86,74,0.07,0,0
7/30/1941,89,71,0,0,0
7/31/1941,89,72,0,0,0
8/1/1941,94,67,0,0,0
8/2/1941,88,72,0.01,0,0
8/3/1941,99,72,T,0,0
8/4/1941,92,68,2.65,0,0
8/5/1941,91,69,0,0,0
8/6/1941,88,66,0,0,0
8/7/1941,92,68,0,0,0
8/8/1941,88,70,0,0,0
8/9/1941,94,63,0,0,0
8/10/1941,92,70,0.01,0,0
8/11/1941,86,71,0,0,0
8/12/1941,76,61,0,0,0
8/13/1941,81,55,0.02,0,0
8/14/1941,74,61,0.14,0,0
8/15/1941,80,57,0,0,0
8/16/1941,73,55,0,0,0
8/17/1941,81,55,0,0,0
8/18/1941,72,59,0,0,0
8/19/1941,80,52,0.1,0,0
8/20/1941,83,58,0,0,0
8/21/1941,74,60,0.06,0,0
8/22/1941,77,56,0,0,0
8/23/1941,86,56,0,0,0
8/24/1941,85,61,0.05,0,0
8/25/1941,70,56,0.24,0,0
8/26/1941,70,50,0,0,0
8/27/1941,72,47,0,0,0
8/28/1941,80,55,T,0,0
8/29/1941,92,70,0.2,0,0
8/30/1941,96,71,0.18,0,0
8/31/1941,78,64,0,0,0
9/1/1941,85,56,0,0,0
9/2/1941,77,60,0.02,0,0
9/3/1941,80,65,T,0,0
9/4/1941,84,65,1.12,0,0
9/5/1941,80,60,0,0,0
9/6/1941,74,54,0,0,0
9/7/1941,67,53,0.01,0,0
9/8/1941,61,54,0.36,0,0
9/9/1941,58,49,0.03,0,0
9/10/1941,65,40,0,0,0
9/11/1941,73,50,T,0,0
9/12/1941,78,57,0,0,0
9/13/1941,79,65,0.01,0,0
9/14/1941,83,63,0.77,0,0
9/15/1941,80,57,0.34,0,0
9/16/1941,73,52,0,0,0
9/17/1941,77,46,0,0,0
9/18/1941,81,52,0,0,0
9/19/1941,85,62,0.1,0,0
9/20/1941,88,70,0,0,0
9/21/1941,86,61,0.02,0,0
9/22/1941,61,53,T,0,0
9/23/1941,76,51,0,0,0
9/24/1941,73,52,0.01,0,0
9/25/1941,55,44,T,0,0
9/26/1941,69,42,0,0,0
9/27/1941,72,43,T,0,0
9/28/1941,54,39,0.01,0,0
9/29/1941,60,36,0.18,0,0
9/30/1941,62,44,0.49,0,0
10/1/1941,65,44,T,0,0
10/2/1941,68,48,0.16,0,0
10/3/1941,59,46,0.01,0,0
10/4/1941,64,44,0.1,0,0
10/5/1941,62,53,0.82,0,0
10/6/1941,64,51,1.69,0,0
10/7/1941,60,41,0.16,0,0
10/8/1941,69,35,0,0,0
10/9/1941,62,43,0.02,0,0
10/10/1941,62,37,0,0,0
10/11/1941,69,48,0,0,0
10/12/1941,73,40,0,0,0
10/13/1941,70,52,0.01,0,0
10/14/1941,66,40,0,0,0
10/15/1941,62,43,0,0,0
10/16/1941,65,38,0,0,0
10/17/1941,63,46,T,0,0
10/18/1941,56,50,0.1,0,0
10/19/1941,61,53,0.04,0,0
10/20/1941,62,51,0.75,0,0
10/21/1941,65,52,T,0,0
10/22/1941,63,51,0.01,0,0
10/23/1941,54,40,0,0,0
10/24/1941,61,37,0,0,0
10/25/1941,64,35,0,0,0
10/26/1941,56,36,1.54,0,0
10/27/1941,36,26,T,0,0
10/28/1941,45,22,0,0,0
10/29/1941,41,31,0.02,T,0
10/30/1941,42,36,0.03,T,0
10/31/1941,41,34,0.06,0,0
11/1/1941,40,30,0.43,3.6,2
11/2/1941,51,26,0,0,0
11/3/1941,54,30,0.01,0,0
11/4/1941,42,35,T,0,0
11/5/1941,35,29,0,T,0
11/6/1941,33,29,T,0,0
11/7/1941,36,30,0.01,0.2,0
11/8/1941,31,26,T,T,0
11/9/1941,32,27,T,T,0
11/10/1941,35,24,0,T,0
11/11/1941,43,29,0,0,0
11/12/1941,58,28,0,0,0
11/13/1941,45,34,T,0,0
11/14/1941,48,24,T,0,0
11/15/1941,61,38,0,0,0
11/16/1941,48,34,0,0,0
11/17/1941,66,40,0,0,0
11/18/1941,68,45,0.01,0,0
11/19/1941,46,30,0.59,T,0
11/20/1941,34,24,T,T,0
11/21/1941,39,18,T,T,0
11/22/1941,30,12,T,T,0
11/23/1941,24,7,0,0,0
11/24/1941,43,19,0,0,0
11/25/1941,48,28,0,0,0
11/26/1941,55,26,0,0,0
11/27/1941,54,29,0,0,0
11/28/1941,58,32,0,0,0
11/29/1941,44,31,T,0,0
11/30/1941,40,35,T,0,0
12/1/1941,43,31,T,0,0
12/2/1941,50,24,0,0,0
12/3/1941,54,38,0,0,0
12/4/1941,56,44,T,0,0
12/5/1941,46,20,0.05,T,0
12/6/1941,34,14,0,0,0
12/7/1941,40,28,0.18,0.1,0
12/8/1941,29,17,0.02,1.1,T
12/9/1941,26,-1,T,T,0
12/10/1941,13,-3,0,0,0
12/11/1941,20,8,0.28,1.6,2
12/12/1941,26,20,0.18,4.6,6
12/13/1941,24,8,T,T,5
12/14/1941,29,5,T,T,5
12/15/1941,34,15,0,0,5
12/16/1941,35,18,0,0,4
12/17/1941,46,18,0,0,1
12/18/1941,41,30,0,0,0
12/19/1941,35,27,0,0,0
12/20/1941,33,21,0,0,0
12/21/1941,48,30,T,0,0
12/22/1941,47,33,T,0,0
12/23/1941,33,28,0.01,0,0
12/24/1941,36,22,0,0,0
12/25/1941,31,27,0.01,0,0
12/26/1941,30,18,0.08,0.9,1
12/27/1941,18,8,T,T,1
12/28/1941,22,8,T,T,1
12/29/1941,22,6,T,T,1
12/30/1941,28,12,0.03,0.2,1
12/31/1941,16,8,0.01,0.1,1
1/1/1942,16,2,0.12,1.4,3
1/2/1942,6,-11,T,T,3
1/3/1942,5,-14,T,T,3
1/4/1942,-4,-20,0,0,2
1/5/1942,-5,-17,0,0,2
1/6/1942,-1,-18,T,T,2
1/7/1942,-4,-20,T,0,2
1/8/1942,15,-6,0.03,T,2
1/9/1942,7,-13,T,0.3,3
1/10/1942,28,-14,0,0,2
1/11/1942,35,5,T,T,2
1/12/1942,38,20,0,0,2
1/13/1942,44,20,0,0,1
1/14/1942,40,18,0,0,0
1/15/1942,42,29,0,0,0
1/16/1942,41,23,0,0,0
1/17/1942,41,32,T,0,0
1/18/1942,39,27,T,0,0
1/19/1942,40,19,0,0,0
1/20/1942,45,26,0,0,0
1/21/1942,46,29,0,0,0
1/22/1942,51,27,0,0,0
1/23/1942,53,27,0,0,0
1/24/1942,47,30,0,0,0
1/25/1942,50,29,0,0,0
1/26/1942,30,23,0,0,0
1/27/1942,34,22,T,T,0
1/28/1942,37,23,0,0,0
1/29/1942,37,32,T,0,0
1/30/1942,35,21,T,0,0
1/31/1942,21,12,T,T,0
2/1/1942,21,9,0,0,0
2/2/1942,26,7,0.01,0,0
2/3/1942,32,24,T,0.1,0
2/4/1942,35,30,T,0,0
2/5/1942,35,31,T,0,0
2/6/1942,34,19,T,0,0
2/7/1942,31,14,T,T,0
2/8/1942,29,15,0,0,0
2/9/1942,28,22,0.13,1.5,2
2/10/1942,30,22,0.06,0.4,2
