Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
1871-05-24,M,M,0,M,M
1871-05-25,M,M,0,M,M
1871-05-26,M,M,0.83,M,M
1871-05-27,M,M,0,M,M
1871-05-28,M,M,0,M,M
1871-05-29,M,M,0,M,M
1871-05-30,M,M,0,M,M
1871-05-31,M,M,0,M,M
1871-06-01,M,M,0,M,M
1871-06-02,M,M,0,M,M
1871-06-03,M,M,0,M,M
1871-06-04,M,M,0,M,M
1871-06-05,M,M,0,M,M
1871-06-06,M,M,0.64,M,M
1871-06-07,M,M,0,M,M
1871-06-08,M,M,0,M,M
1871-06-09,M,M,0,M,M
1871-06-10,M,M,0.17,M,M
1871-06-11,M,M,0,M,M
1871-06-12,M,M,0,M,M
1871-06-13,M,M,0,M,M
1871-06-14,M,M,0,M,M
1871-06-15,M,M,0,M,M
1871-06-16,M,M,1.6,M,M
1871-06-17,M,M,0,M,M
1871-06-18,M,M,0,M,M
1871-06-19,M,M,0,M,M
1871-06-20,M,M,0.02,M,M
1871-06-21,M,M,0,M,M
1871-06-22,M,M,0.43,M,M
1871-06-23,M,M,0.84,M,M
1871-06-24,M,M,0.03,M,M
1871-06-25,M,M,0,M,M
1871-06-26,M,M,0.6,M,M
1871-06-27,M,M,0,M,M
1871-06-28,M,M,0,M,M
1871-06-29,M,M,0,M,M
1871-06-30,M,M,0.25,M,M
1871-07-01,M,M,0,M,M
1871-07-02,M,M,0,M,M
1871-07-03,M,M,0,M,M
1871-07-04,M,M,0.07,M,M
1871-07-05,M,M,0.05,M,M
1871-07-06,M,M,0,M,M
1871-07-07,M,M,0.23,M,M
1871-07-08,M,M,0.02,M,M
1871-07-09,M,M,0.02,M,M
1871-07-10,M,M,0,M,M
1871-07-11,M,M,0,M,M
1871-07-12,M,M,0,M,M
1871-07-13,M,M,0.13,M,M
1871-07-14,M,M,0,M,M
1871-07-15,M,M,T,M,M
1871-07-16,M,M,0,M,M
1871-07-17,M,M,0,M,M
1871-07-18,M,M,0.06,M,M
1871-07-19,M,M,0,M,M
1871-07-20,M,M,0.09,M,M
1871-07-21,M,M,0,M,M
1871-07-22,M,M,0,M,M
1871-07-23,M,M,0,M,M
1871-07-24,M,M,0.32,M,M
1871-07-25,M,M,0,M,M
1871-07-26,M,M,0,M,M
1871-07-27,M,M,0,M,M
1871-07-28,M,M,0.02,M,M
1871-07-29,M,M,0.42,M,M
1871-07-30,M,M,0.02,M,M
1871-07-31,M,M,0.01,M,M
1871-08-01,M,M,0,M,M
1871-08-02,M,M,1.45,M,M
1871-08-03,M,M,0,M,M
1871-08-04,M,M,0,M,M
1871-08-05,M,M,0,M,M
1871-08-06,M,M,0.2,M,M
1871-08-07,M,M,2.27,M,M
1871-08-08,M,M,0,M,M
1871-08-09,M,M,0.04,M,M
1871-08-10,M,M,0.15,M,M
1871-08-11,M,M,0,M,M
1871-08-12,M,M,0,M,M
1871-08-13,M,M,0.52,M,M
1871-08-14,M,M,0,M,M
1871-08-15,M,M,0,M,M
1871-08-16,M,M,0,M,M
1871-08-17,M,M,0,M,M
1871-08-18,M,M,0,M,M
1871-08-19,M,M,0,M,M
1871-08-20,M,M,0,M,M
1871-08-21,M,M,0,M,M
1871-08-22,M,M,0,M,M
1871-08-23,M,M,0,M,M
1871-08-24,M,M,0,M,M
1871-08-25,M,M,0,M,M
1871-08-26,M,M,0,M,M
1871-08-27,M,M,0,M,M
1871-08-28,M,M,0.23,M,M
1871-08-29,M,M,0.01,M,M
1871-08-30,M,M,0,M,M
1871-08-31,M,M,0,M,M
1871-09-01,M,M,0,M,M
1871-09-02,M,M,0,M,M
1871-09-03,M,M,0,M,M
1871-09-04,M,M,0.34,M,M
1871-09-05,M,M,0.77,M,M
1871-09-06,M,M,0,M,M
1871-09-07,M,M,0,M,M
1871-09-08,M,M,0,M,M
1871-09-09,M,M,0.62,M,M
1871-09-10,M,M,0,M,M
1871-09-11,M,M,0,M,M
1871-09-12,M,M,0,M,M
1871-09-13,M,M,0,M,M
1871-09-14,M,M,0,M,M
1871-09-15,M,M,0.02,M,M
1871-09-16,M,M,0,M,M
1871-09-17,M,M,0,M,M
1871-09-18,M,M,0.33,M,M
1871-09-19,M,M,0,M,M
1871-09-20,M,M,0,M,M
1871-09-21,M,M,0,M,M
1871-09-22,M,M,0,M,M
1871-09-23,M,M,0,M,M
1871-09-24,M,M,T,M,M
1871-09-25,M,M,0,M,M
1871-09-26,M,M,0,M,M
1871-09-27,M,M,0,M,M
1871-09-28,M,M,0,M,M
1871-09-29,M,M,0,M,M
1871-09-30,M,M,0,M,M
1871-10-01,M,M,0,M,M
1871-10-02,M,M,0,M,M
1871-10-03,M,M,0,M,M
1871-10-04,M,M,0,M,M
1871-10-05,M,M,0,M,M
1871-10-06,M,M,0.02,M,M
1871-10-07,M,M,0,M,M
1871-10-08,M,M,0,M,M
1871-10-09,M,M,0.49,M,M
1871-10-10,M,M,0.38,M,M
1871-10-11,M,M,0,M,M
1871-10-12,M,M,0,M,M
1871-10-13,M,M,0.35,M,M
1871-10-14,M,M,0.13,M,M
1871-10-15,M,M,0.05,M,M
1871-10-16,M,M,0,M,M
1871-10-17,M,M,0,M,M
1871-10-18,M,M,0,M,M
1871-10-19,M,M,0,M,M
1871-10-20,M,M,0,M,M
1871-10-21,M,M,0,M,M
1871-10-22,M,M,0,M,M
1871-10-23,M,M,0,M,M
1871-10-24,M,M,0,M,M
1871-10-25,M,M,0.04,M,M
1871-10-26,M,M,0.44,M,M
1871-10-27,M,M,0,M,M
1871-10-28,M,M,0,M,M
1871-10-29,M,M,0,M,M
1871-10-30,M,M,0,M,M
1871-10-31,M,M,0,M,M
1871-11-01,M,M,0,M,M
1871-11-02,M,M,0,M,M
1871-11-03,M,M,0,M,M
1871-11-04,M,M,0,M,M
1871-11-05,M,M,0,M,M
1871-11-06,M,M,0.11,M,M
1871-11-07,M,M,0.02,M,M
1871-11-08,M,M,0,M,M
1871-11-09,M,M,0,M,M
1871-11-10,M,M,0,M,M
1871-11-11,M,M,0,M,M
1871-11-12,M,M,0,M,M
1871-11-13,M,M,0.7,M,M
1871-11-14,M,M,0,M,M
1871-11-15,M,M,0,M,M
1871-11-16,M,M,0,M,M
1871-11-17,M,M,0.14,M,M
1871-11-18,M,M,0.16,M,M
1871-11-19,M,M,0.05,M,M
1871-11-20,M,M,0,M,M
1871-11-21,M,M,0,M,M
1871-11-22,M,M,0,M,M
1871-11-23,M,M,0,M,M
1871-11-24,M,M,0.01,M,M
1871-11-25,M,M,0.05,M,M
1871-11-26,M,M,0,M,M
1871-11-27,M,M,0,M,M
1871-11-28,M,M,0.17,M,M
1871-11-29,M,M,0,M,M
1871-11-30,M,M,0,M,M
1871-12-01,M,M,0,M,M
1871-12-02,M,M,0,M,M
1871-12-03,M,M,0.4,M,M
1871-12-04,M,M,0,M,M
1871-12-05,M,M,0,M,M
1871-12-06,M,M,0,M,M
1871-12-07,M,M,T,M,M
1871-12-08,M,M,0,M,M
1871-12-09,M,M,T,M,M
1871-12-10,M,M,0,M,M
1871-12-11,M,M,0,M,M
1871-12-12,M,M,0,M,M
1871-12-13,M,M,0,M,M
1871-12-14,M,M,0,M,M
1871-12-15,M,M,0.45,M,M
1871-12-16,M,M,0,M,M
1871-12-17,M,M,0,M,M
1871-12-18,M,M,0,M,M
1871-12-19,M,M,0.01,M,M
1871-12-20,M,M,0,M,M
1871-12-21,M,M,0,M,M
1871-12-22,M,M,0.25,M,M
1871-12-23,M,M,0.02,M,M
1871-12-24,M,M,0.05,M,M
1871-12-25,M,M,0,M,M
1871-12-26,M,M,0,M,M
1871-12-27,M,M,0,M,M
1871-12-28,M,M,0,M,M
1871-12-29,M,M,0,M,M
1871-12-30,M,M,0.02,M,M
1871-12-31,M,M,0,M,M
1872-01-01,M,M,0,M,M
1872-01-02,M,M,0.02,M,M
1872-01-03,M,M,0,M,M
1872-01-04,M,M,0,M,M
1872-01-05,M,M,0,M,M
1872-01-06,M,M,0,M,M
1872-01-07,M,M,0,M,M
1872-01-08,M,M,0,M,M
1872-01-09,M,M,0,M,M
1872-01-10,M,M,0,M,M
1872-01-11,M,M,0,M,M
1872-01-12,M,M,0,M,M
1872-01-13,M,M,0,M,M
1872-01-14,M,M,0,M,M
1872-01-15,M,M,0,M,M
1872-01-16,M,M,0,M,M
1872-01-17,M,M,0,M,M
1872-01-18,M,M,0,M,M
1872-01-19,M,M,0.16,M,M
1872-01-20,M,M,0,M,M
1872-01-21,M,M,0,M,M
1872-01-22,M,M,0,M,M
1872-01-23,M,M,0.02,M,M
1872-01-24,M,M,0,M,M
1872-01-25,M,M,0,M,M
1872-01-26,M,M,0.03,M,M
1872-01-27,M,M,0.02,M,M
1872-01-28,M,M,0.03,M,M
1872-01-29,M,M,0,M,M
1872-01-30,M,M,0,M,M
1872-01-31,M,M,0,M,M
1872-02-01,M,M,0,M,M
1872-02-02,M,M,0,M,M
1872-02-03,M,M,0,M,M
1872-02-04,M,M,0.01,M,M
1872-02-05,M,M,0,M,M
1872-02-06,M,M,0,M,M
1872-02-07,M,M,0,M,M
1872-02-08,M,M,0,M,M
1872-02-09,M,M,0,M,M
1872-02-10,M,M,0,M,M
1872-02-11,M,M,0,M,M
1872-02-12,M,M,0.3,M,M
1872-02-13,M,M,0,M,M
1872-02-14,M,M,0,M,M
1872-02-15,M,M,0,M,M
1872-02-16,M,M,0,M,M
1872-02-17,M,M,0,M,M
1872-02-18,M,M,0,M,M
1872-02-19,M,M,0.02,M,M
1872-02-20,M,M,0.02,M,M
1872-02-21,M,M,0,M,M
1872-02-22,M,M,0,M,M
1872-02-23,M,M,0,M,M
1872-02-24,M,M,0.16,M,M
1872-02-25,M,M,0,M,M
1872-02-26,M,M,0,M,M
1872-02-27,M,M,0,M,M
1872-02-28,M,M,0,M,M
1872-02-29,M,M,0.02,M,M
1872-03-01,M,M,0,M,M
1872-03-02,M,M,0.02,M,M
1872-03-03,M,M,0,M,M
1872-03-04,M,M,0,M,M
1872-03-05,M,M,0,M,M
1872-03-06,M,M,0,M,M
1872-03-07,M,M,0.5,M,M
1872-03-08,M,M,0.68,M,M
1872-03-09,M,M,0.18,M,M
1872-03-10,M,M,0.02,M,M
1872-03-11,M,M,0,M,M
1872-03-12,M,M,0.04,M,M
1872-03-13,M,M,0,M,M
1872-03-14,M,M,0,M,M
1872-03-15,M,M,0,M,M
1872-03-16,M,M,0.04,M,M
1872-03-17,M,M,0,M,M
1872-03-18,M,M,0.05,M,M
1872-03-19,M,M,0,M,M
1872-03-20,M,M,0,M,M
1872-03-21,M,M,0.03,M,M
1872-03-22,M,M,0.04,M,M
1872-03-23,M,M,0,M,M
1872-03-24,M,M,0.04,M,M
1872-03-25,M,M,0,M,M
1872-03-26,M,M,0,M,M
1872-03-27,M,M,0,M,M
1872-03-28,M,M,0,M,M
1872-03-29,M,M,0,M,M
1872-03-30,M,M,0,M,M
1872-03-31,M,M,0,M,M
1872-04-01,M,M,0,M,M
1872-04-02,M,M,0,M,M
1872-04-03,M,M,0,M,M
1872-04-04,M,M,0,M,M
1872-04-05,M,M,0,M,M
1872-04-06,M,M,0,M,M
1872-04-07,M,M,0.05,M,M
1872-04-08,M,M,0.57,M,M
1872-04-09,M,M,0,M,M
1872-04-10,M,M,0,M,M
1872-04-11,M,M,0.15,M,M
1872-04-12,M,M,0.1,M,M
1872-04-13,M,M,0,M,M
1872-04-14,M,M,0.05,M,M
1872-04-15,M,M,0.25,M,M
1872-04-16,M,M,0,M,M
1872-04-17,M,M,0,M,M
1872-04-18,M,M,0,M,M
1872-04-19,M,M,0,M,M
1872-04-20,M,M,0,M,M
1872-04-21,M,M,0,M,M
1872-04-22,M,M,0.05,M,M
1872-04-23,M,M,0,M,M
1872-04-24,M,M,0,M,M
1872-04-25,M,M,0,M,M
1872-04-26,M,M,0,M,M
1872-04-27,M,M,0,M,M
1872-04-28,M,M,0.1,M,M
1872-04-29,M,M,0.37,M,M
1872-04-30,M,M,0,M,M
1872-05-01,M,M,0.08,M,M
1872-05-02,M,M,0,M,M
1872-05-03,M,M,0,M,M
1872-05-04,M,M,0,M,M
1872-05-05,M,M,0,M,M
1872-05-06,M,M,0,M,M
1872-05-07,M,M,0.28,M,M
1872-05-08,M,M,1.73,M,M
1872-05-09,M,M,0.39,M,M
1872-05-10,M,M,0.76,M,M
1872-05-11,M,M,0.06,M,M
1872-05-12,M,M,0.25,M,M
1872-05-13,M,M,0,M,M
1872-05-14,M,M,0.07,M,M
1872-05-15,M,M,0.02,M,M
1872-05-16,M,M,0.79,M,M
1872-05-17,M,M,0,M,M
1872-05-18,M,M,0.02,M,M
1872-05-19,M,M,0.21,M,M
1872-05-20,M,M,0,M,M
1872-05-21,M,M,0,M,M
1872-05-22,M,M,0,M,M
1872-05-23,M,M,0.41,M,M
1872-05-24,M,M,0,M,M
1872-05-25,M,M,0.03,M,M
1872-05-26,M,M,0.08,M,M
1872-05-27,M,M,0,M,M
1872-05-28,M,M,0.2,M,M
1872-05-29,M,M,0.33,M,M
1872-05-30,M,M,0,M,M
1872-05-31,M,M,0,M,M
1872-06-01,M,M,0,M,M
1872-06-02,M,M,0,M,M
1872-06-03,M,M,0,M,M
1872-06-04,M,M,0,M,M
1872-06-05,M,M,0.19,M,M
1872-06-06,M,M,0.03,M,M
1872-06-07,M,M,0.34,M,M
1872-06-08,M,M,0,M,M
1872-06-09,M,M,0.48,M,M
1872-06-10,M,M,0,M,M
1872-06-11,M,M,0.18,M,M
1872-06-12,M,M,0,M,M
1872-06-13,M,M,0.01,M,M
1872-06-14,M,M,0.04,M,M
1872-06-15,M,M,0,M,M
1872-06-16,M,M,0.4,M,M
1872-06-17,M,M,0,M,M
1872-06-18,M,M,0,M,M
1872-06-19,M,M,1.17,M,M
1872-06-20,M,M,0,M,M
1872-06-21,M,M,0,M,M
1872-06-22,M,M,0,M,M
1872-06-23,M,M,0.11,M,M
1872-06-24,M,M,0,M,M
1872-06-25,M,M,0,M,M
1872-06-26,M,M,0.58,M,M
1872-06-27,M,M,0,M,M
1872-06-28,M,M,0,M,M
1872-06-29,M,M,0.02,M,M
1872-06-30,M,M,0.26,M,M
1872-07-01,M,M,0.05,M,M
1872-07-02,M,M,0,M,M
1872-07-03,M,M,0,M,M
1872-07-04,M,M,0.02,M,M
1872-07-05,M,M,0,M,M
1872-07-06,M,M,0.99,M,M
1872-07-07,M,M,0,M,M
1872-07-08,M,M,0,M,M
1872-07-09,M,M,0,M,M
1872-07-10,M,M,0.09,M,M
1872-07-11,M,M,0,M,M
1872-07-12,M,M,0,M,M
1872-07-13,M,M,0,M,M
1872-07-14,M,M,0,M,M
1872-07-15,M,M,0.3,M,M
1872-07-16,M,M,0,M,M
1872-07-17,M,M,0,M,M
1872-07-18,M,M,0,M,M
1872-07-19,M,M,0.32,M,M
1872-07-20,M,M,0.1,M,M
1872-07-21,M,M,0,M,M
1872-07-22,M,M,0.11,M,M
1872-07-23,M,M,0,M,M
1872-07-24,M,M,0.05,M,M
1872-07-25,M,M,0,M,M
1872-07-26,M,M,0,M,M
1872-07-27,M,M,0,M,M
1872-07-28,M,M,0,M,M
1872-07-29,M,M,0.5,M,M
1872-07-30,M,M,1.65,M,M
1872-07-31,M,M,0.05,M,M
1872-08-01,M,M,0,M,M
1872-08-02,M,M,0.09,M,M
1872-08-03,M,M,0,M,M
1872-08-04,M,M,0.08,M,M
1872-08-05,M,M,0,M,M
1872-08-06,M,M,0.43,M,M
1872-08-07,M,M,0.08,M,M
1872-08-08,M,M,2.01,M,M
1872-08-09,M,M,0.11,M,M
1872-08-10,M,M,0,M,M
1872-08-11,M,M,0,M,M
1872-08-12,M,M,0,M,M
1872-08-13,M,M,0,M,M
1872-08-14,M,M,0,M,M
1872-08-15,M,M,0,M,M
1872-08-16,M,M,0.15,M,M
1872-08-17,M,M,0,M,M
1872-08-18,M,M,0.06,M,M
1872-08-19,M,M,0,M,M
1872-08-20,M,M,0,M,M
1872-08-21,M,M,0,M,M
1872-08-22,M,M,0,M,M
1872-08-23,M,M,0,M,M
1872-08-24,M,M,0.15,M,M
1872-08-25,M,M,0.05,M,M
1872-08-26,M,M,0.21,M,M
1872-08-27,M,M,0.1,M,M
1872-08-28,M,M,0,M,M
1872-08-29,M,M,0,M,M
1872-08-30,M,M,0,M,M
1872-08-31,M,M,0,M,M
1872-09-01,M,M,0.07,M,M
1872-09-02,M,M,0.62,M,M
1872-09-03,M,M,0,M,M
1872-09-04,M,M,0,M,M
1872-09-05,M,M,0,M,M
1872-09-06,M,M,0,M,M
1872-09-07,M,M,0,M,M
1872-09-08,M,M,0,M,M
1872-09-09,M,M,1.5,M,M
1872-09-10,M,M,0.23,M,M
1872-09-11,M,M,1.39,M,M
1872-09-12,M,M,0,M,M
1872-09-13,M,M,0,M,M
1872-09-14,M,M,0,M,M
1872-09-15,M,M,0,M,M
1872-09-16,M,M,0.06,M,M
1872-09-17,M,M,0.2,M,M
1872-09-18,M,M,0.05,M,M
1872-09-19,M,M,0,M,M
1872-09-20,M,M,0,M,M
1872-09-21,M,M,0,M,M
1872-09-22,M,M,0,M,M
1872-09-23,M,M,0,M,M
1872-09-24,M,M,0.37,M,M
1872-09-25,M,M,0.03,M,M
1872-09-26,M,M,0,M,M
1872-09-27,M,M,0,M,M
1872-09-28,M,M,0.35,M,M
1872-09-29,M,M,0.75,M,M
1872-09-30,M,M,0,M,M
1872-10-01,71,36,0,M,M
1872-10-02,73,46,0,M,M
1872-10-03,74,46,0,M,M
1872-10-04,63,49,0,M,M
1872-10-05,67,50,0,M,M
1872-10-06,57,41,0,M,M
1872-10-07,60,34,0,M,M
1872-10-08,73,47,0,M,M
1872-10-09,53,34,0,M,M
1872-10-10,39,28,0,M,M
1872-10-11,55,23,0,M,M
1872-10-12,54,38,0,M,M
1872-10-13,43,30,0,M,M
1872-10-14,51,26,0,M,M
1872-10-15,56,37,0,M,M
1872-10-16,51,29,0,M,M
1872-10-17,59,38,0,M,M
1872-10-18,61,33,0,M,M
1872-10-19,71,40,0,M,M
1872-10-20,67,44,0,M,M
1872-10-21,57,38,0,M,M
1872-10-22,51,28,0,M,M
1872-10-23,61,29,0,M,M
1872-10-24,63,34,0,M,M
1872-10-25,60,37,0,M,M
1872-10-26,60,32,0,M,M
1872-10-27,62,32,0,M,M
1872-10-28,59,41,0,M,M
1872-10-29,58,50,0.15,M,M
1872-10-30,50,38,0.37,M,M
1872-10-31,42,35,0,M,M
1872-11-01,47,31,0,M,M
1872-11-02,49,34,0,M,M
1872-11-03,44,36,0,M,M
1872-11-04,41,32,0.33,M,M
1872-11-05,41,34,0.07,M,M
1872-11-06,48,31,0,M,M
1872-11-07,46,34,0,M,M
1872-11-08,41,27,0,M,M
1872-11-09,52,35,0,M,M
1872-11-10,50,30,0,M,M
1872-11-11,37,20,0,M,M
1872-11-12,36,22,0.02,M,M
1872-11-13,37,26,0.82,M,M
1872-11-14,33,19,0,M,M
1872-11-15,25,16,0.02,M,M
1872-11-16,26,11,0,M,M
1872-11-17,22,8,0,M,M
1872-11-18,18,0,0,M,M
1872-11-19,14,2,0,M,M
1872-11-20,17,-2,0.03,M,M
1872-11-21,27,17,0.02,M,M
1872-11-22,34,23,0.04,M,M
1872-11-23,35,25,0,M,M
1872-11-24,30,22,0.49,M,M
1872-11-25,26,16,0.03,M,M
1872-11-26,24,-1,0.03,M,M
1872-11-27,7,-13,0,M,M
1872-11-28,-1,-13,0,M,M
1872-11-29,10,-14,0,M,M
1872-11-30,20,-9,0.01,M,M
1872-12-01,34,19,0.03,M,M
1872-12-02,33,17,0,M,M
1872-12-03,22,13,0,M,M
1872-12-04,35,13,0,M,M
1872-12-05,32,15,0,M,M
1872-12-06,25,13,0,M,M
1872-12-07,39,22,0,M,M
1872-12-08,28,-6,0,M,M
1872-12-09,6,-14,0,M,M
1872-12-10,16,1,0,M,M
1872-12-11,21,9,0,M,M
1872-12-12,26,15,0,M,M
1872-12-13,24,12,0,M,M
1872-12-14,16,-6,0,M,M
1872-12-15,8,-13,0,M,M
1872-12-16,7,-6,0,M,M
1872-12-17,11,0,0,M,M
1872-12-18,1,-15,0.02,M,M
1872-12-19,0,-19,0,M,M
1872-12-20,-3,-13,0,M,M
1872-12-21,-10,-23,0,M,M
1872-12-22,4,-10,0,M,M
1872-12-23,-6,-27,0,M,M
1872-12-24,-9,-31,0,M,M
1872-12-25,4,-9,0.5,M,M
1872-12-26,4,-9,0,M,M
1872-12-27,-2,-24,0,M,M
1872-12-28,10,-18,0.02,M,M
1872-12-29,17,7,0.01,M,M
1872-12-30,24,14,0.05,M,M
1872-12-31,20,5,0,M,M
1873-01-01,19,0,0,M,M
1873-01-02,24,14,0.1,M,M
1873-01-03,19,3,0.28,M,M
1873-01-04,20,-4,0,M,M
1873-01-05,7,-11,0,M,M
1873-01-06,21,-14,0.01,M,M
1873-01-07,30,3,0.16,M,M
1873-01-08,5,-9,0.25,M,M
1873-01-09,-5,-15,0,M,M
1873-01-10,5,-16,0,M,M
1873-01-11,14,2,0,M,M
1873-01-12,26,12,0,M,M
1873-01-13,21,15,0,M,M
1873-01-14,28,15,0,M,M
1873-01-15,29,2,0.3,M,M
1873-01-16,9,-17,0,M,M
1873-01-17,-2,-25,0,M,M
1873-01-18,4,-26,0,M,M
1873-01-19,23,0,0,M,M
1873-01-20,27,16,0.08,M,M
1873-01-21,26,20,T,M,M
1873-01-22,24,3,0.02,M,M
1873-01-23,10,-1,0,M,M
1873-01-24,10,-9,0,M,M
1873-01-25,10,-14,0,M,M
1873-01-26,11,0,0,M,M
1873-01-27,5,-10,0,M,M
1873-01-28,-6,-29,0,M,M
1873-01-29,7,-21,0.02,M,M
1873-01-30,25,7,0.06,M,M
1873-01-31,7,-7,0.03,M,M
1873-02-01,-3,-14,0,M,M
1873-02-02,12,-20,0,M,M
1873-02-03,22,2,0,M,M
1873-02-04,22,4,0,M,M
1873-02-05,29,-1,0,M,M
1873-02-06,38,8,0,M,M
1873-02-07,34,14,T,M,M
1873-02-08,14,0,0,M,M
1873-02-09,24,0,0,M,M
1873-02-10,35,17,0,M,M
1873-02-11,19,5,0,M,M
1873-02-12,19,-2,0,M,M
1873-02-13,22,8,0,M,M
1873-02-14,26,3,0,M,M
1873-02-15,37,18,0.14,M,M
1873-02-16,39,20,0,M,M
1873-02-17,41,27,0,M,M
1873-02-18,39,8,0.5,M,M
1873-02-19,26,1,0,M,M
1873-02-20,23,-10,0.05,M,M
1873-02-21,0,-21,0,M,M
1873-02-22,6,-22,0,M,M
1873-02-23,7,-17,0,M,M
1873-02-24,19,-9,0,M,M
